,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
42,,[0.7079665064811707],[0.811290979385376],[0.7569419145584106],[0.711908757686615],[0.8149545788764954],[0.7853161096572876],[0.7071036100387573],[0.7890803813934326],[0.8750923275947571],[0.7061977982521057],[0.8179938197135925],[0.8834287524223328],[0.9210981726646423],[0.925854504108429],[0.7884253859519958],[0.9203460216522217],[0.9248656034469604],[0.8057451844215393],[0.8876257538795471],[0.8828958868980408],[0.7883950471878052],[0.677435576915741],[0.5622615814208984],[0.06399226933717728]
43,,[0.5845013856887817],[0.7432245016098022],[0.9333469271659851],[0.5974860787391663],[0.7744953632354736],[0.9162316918373108],[0.6069540977478027],[0.7496939897537231],[0.9067991971969604],[0.5877271294593811],[0.7613072395324707],[0.9065949320793152],[0.8912426233291626],[0.9206645488739014],[0.8333066701889038],[0.8917230367660522],[0.920653760433197],[0.8220139145851135],[0.8792905211448669],[0.8972199559211731],[0.789301335811615],[0.8886106014251709],[0.8800251483917236],[0.8468155264854431]
44,,[0.5983735918998718],[0.9637709856033325],[0.9569267630577087],[0.5995896458625793],[0.9463542699813843],[0.942010760307312],[0.5994503498077393],[0.7998538017272949],[0.941050112247467],[0.5985226631164551],[0.9567471146583557],[0.8055989146232605],[0.9389964938163757],[0.94643634557724],[0.9110287427902222],[0.9393445253372192],[0.9654359221458435],[0.9007607102394104],[0.9410666823387146],[0.9428664445877075],[0.39673933386802673],[0.7507003545761108],[0.8859972953796387],[0.8623139262199402]
45,,[0.5913331508636475],[0.9603662490844727],[0.9540286660194397],[0.5940512418746948],[0.9705631732940674],[0.9518063068389893],[0.5985860228538513],[0.9655940532684326],[0.9438480734825134],[0.5918922424316406],[0.9657433032989502],[0.9224435091018677],[0.9597095251083374],[0.9644259214401245],[0.8721792101860046],[0.9604468941688538],[0.9651322364807129],[0.8443025350570679],[0.9255130290985107],[0.9137604236602783],[0.7107148170471191],[0.7483067512512207],[0.6315991878509521],[0.7045649886131287]
46,,[0.6681970953941345],[0.9057384729385376],[0.9673010110855103],[0.714339017868042],[0.941412091255188],[0.9442504644393921],[0.8177118301391602],[0.9315856099128723],[0.9425928592681885],[0.6674856543540955],[0.8755900263786316],[0.9465587735176086],[0.938902735710144],[0.9359203577041626],[0.81235271692276],[0.9387267231941223],[0.9398649334907532],[0.8891172409057617],[0.9351141452789307],[0.9185894727706909],[0.7761232852935791],[0.8998457789421082],[0.8999789357185364],[0.17031466960906982]
47,,[0.6031334400177002],[0.9203646183013916],[0.9209775924682617],[0.6040807366371155],[0.9448020458221436],[0.9359534978866577],[0.6091523766517639],[0.9274781346321106],[0.9420319199562073],[0.6028351187705994],[0.8856086134910583],[0.7799246311187744],[0.9372045397758484],[0.944374680519104],[0.9327908754348755],[0.9347966909408569],[0.9284664392471313],[0.8597351312637329],[0.936309814453125],[0.9399901628494263],[0.9252474308013916],[0.9355257153511047],[0.9420734643936157],[0.8913254141807556]
48,,[0.6975005269050598],[0.970028281211853],[0.37936121225357056],[0.6498566269874573],[0.9670905470848083],[0.9502092599868774],[0.6505274176597595],[0.9665188789367676],[0.9505432844161987],[0.645747184753418],[0.9588499665260315],[0.7901658415794373],[0.97037273645401],[0.9572651982307434],[0.9010800719261169],[0.9649412631988525],[0.9500592350959778],[0.880218505859375],[0.9282326102256775],[0.9120532274246216],[0.652434229850769],[0.8087459206581116],[0.8531917929649353],[0.3710705637931824]
49,,[0.6366121172904968],[0.9521690011024475],[0.8345709443092346],[0.6431991457939148],[0.9539417624473572],[0.9504114985466003],[0.6483225226402283],[0.9560375809669495],[0.9502561688423157],[0.6397780776023865],[0.9604735374450684],[0.788013219833374],[0.9518874883651733],[0.9504733681678772],[0.889534056186676],[0.9520926475524902],[0.9498044848442078],[0.7855399250984192],[0.9472224712371826],[0.9400346875190735],[0.898322582244873],[0.9520263075828552],[0.9311842322349548],[0.36424851417541504]
50,,[0.6071715950965881],[0.9675384163856506],[0.9597067832946777],[0.6084216237068176],[0.9631788730621338],[0.9644412994384766],[0.6099860072135925],[0.9619519114494324],[0.9707428812980652],[0.607451319694519],[0.9669676423072815],[0.8415929675102234],[0.9522671103477478],[0.970889687538147],[0.9637501835823059],[0.972244381904602],[0.9706947207450867],[0.9508745074272156],[0.7665349841117859],[0.9459326863288879],[0.9552633166313171],[0.9192489981651306],[0.9102972149848938],[0.4463893175125122]
51,,[0.6030036211013794],[0.9006446599960327],[0.959555447101593],[0.6269555687904358],[0.934231162071228],[0.9119953513145447],[0.6251845955848694],[0.9206923246383667],[0.9250825643539429],[0.6153433918952942],[0.9256736636161804],[0.7776504755020142],[0.9255535006523132],[0.9601883292198181],[0.8503521680831909],[0.9130796790122986],[0.9629656076431274],[0.8199500441551208],[0.9303047060966492],[0.9249398112297058],[0.28607702255249023],[0.9212337136268616],[0.9401054978370667],[0.6099703907966614]
